DC1---DC1	p-value: 0.79143
VCAN---CD44	0.000021
SPINT1---ST14	0.000020
NOTCH2---DLK1	0.000019
GRN---SORT1	0.000019
LRP8---APOE	0.000019
KLRC1---HLA-G	0.000018
ITGB3---SPP1	0.000018
ITGB1---COL5A1	0.000018
MMP12---PLAUR	0.000018
COL9A3---ITGB1	0.000018
CXCL2---DPP4	0.000018
GPC1---APP	0.000018
ITGA2---FN1	0.000017
TYROBP---SEMA6D	0.000017
CD99---PILRA	0.000017
VIPR1---PTMA	0.000017
FN1---ITGA3	0.000017
EGFR---AREG	0.000017
DPP4---CXCL9	0.000017
COL3A1---ITGA2	0.000017
ACKR2---CCL3	0.000017
ICAM2---ITGB2	0.000017
TGFB1---EGFR	0.000016
CALCRL---ADM	0.000016
BMP7---ENG	0.000016
MDK---LRP1	0.000016
APOE---LRP5	0.000016
MET---DCN	0.000015
ITGA5---ADAM15	0.000015
ITGA9---FN1	0.000015
LRP2---APOE	0.000015
CD14---ITGA4	0.000015
CCR1---CCL4	0.000015
VTN---ITGB1	0.000014
APOE---SORL1	0.000014
LRPAP1---SORT1	0.000014
EGFR---GNAI2	0.000014
TGFB1---ITGB6	0.000014
VEGFA---FLT1	0.000013
SDC4---MDK	0.000013
FN1---ITGA9	0.000013
NOTCH3---DLK1	0.000013
ITGA2---COL3A1	0.000013
ITGB1---VTN	0.000013
NT5E---FN1	0.000012
LRP1---LRPAP1	0.000012
IL1RN---IL1R1	0.000012
F11R---ITGB2	0.000012
CD46---C3	0.000011
VTN---PLAUR	0.000011
SDC1---PTN	0.000011
MAG---FN1	0.000011
CP---SLC40A1	0.000010
IL1RN---IL1RAP	0.000010
COL1A1---ITGA2	0.000010
ST14---SPINT1	0.000010
CCR1---CCL3L3	0.000010
ITGB1---COL6A3	0.000010
DDR2---COL1A1	0.000010
FN1---TMPRSS6	0.000010
ITGB1---SEMA7A	0.000010
CYR61---ITGAV	0.000010
ADAM9---ITGB1	0.000009
CD44---MMP9	0.000009
SCARF1---CALR	0.000009
DLK1---NOTCH3	0.000009
DPP4---CXCL11	0.000009
ACVR2A---INHA	0.000009
CDH1---PTPRF	0.000009
CCL3L3---CCR1	0.000008
AREG---EGFR	0.000008
FN1---ITGA11	0.000008
ST14---HGF	0.000008
LRP2---LRPAP1	0.000008
HLA-G---LILRB2	0.000008
LRP1---SERPING1	0.000008
COL3A1---ITGA10	0.000008
FN1---ITGA2B	0.000008
ACVRL1---TGFB1	0.000008
SORL1---APOE	0.000007
NOTCH4---DLK1	0.000007
ANXA1---FPR2	0.000007
APP---LRP1	0.000007
FLT1---VEGFB	0.000007
C1QA---CD93	0.000007
LRP1---MDK	0.000007
CCL2---CCR10	0.000007
VTN---ITGA5	0.000007
IDE---CCL3	0.000007
LILRB2---HLA-G	0.000007
APOE---LRP8	0.000007
NGFRAP1---BDNF	0.000006
GPR37---PSAP	0.000006
THBS1---CD47	0.000006
THBS1---ITGA6	0.000006
INHBA---TGFBR3	0.000006
THY1---ITGB2	0.000006
FBN1---ITGB1	0.000006
COL4A1---ITGA2	0.000006
ITGA1---COL4A2	0.000006
COL3A1---MAG	0.000006
NOTCH1---DLK1	0.000006
DDR2---COL3A1	0.000006
SERPING1---LRP1	0.000005
ITGA3---FN1	0.000005
ITGA2B---FN1	0.000005
PRLR---CSH1	0.000005
CR1---C1QA	0.000005
C3---CD46	0.000005
PTGS2---CAV1	0.000004
CCL13---CCR1	0.000004
ITGAM---CTGF	0.000004
CSPG4---C1QA	0.000004
TGFB3---ENG	0.000004
CCL13---ACKR2	0.000004
IL1RN---IL1R2	0.000004
MFAP5---NOTCH1	0.000003
HBEGF---CD9	0.000003
GPC3---CD81	0.000003
LGALS9---CD44	0.000003
TNFRSF1B---GRN	0.000003
ACKR2---CCL13	0.000002
CYR61---ITGB5	0.000002
CD151---MMP7	0.000002
CCL3L3---ACKR2	0.000002
FPR2---ANXA1	0.000002
CCL5---SDC1	0.000001
LAMC1---ITGB1	0.000000

VCT_p---EVT_p	q-value: 0

Ligand---Receptor	contribution
SPP1---ITGB1	0.201019
SPP1---ITGA5	0.137581
ITGB1---SPP1	0.043835
CD63---TIMP1	0.029148
PGF---FLT1	0.021892
ITGB1---FN1	0.021760
SPP1---CD44	0.021747
FLT1---PGF	0.021368
TIMP1---CD63	0.019766
ITGA5---SPP1	0.019143
FN1---ITGB1	0.015256
ITGA5---FN1	0.013624
SPP1---ITGAV	0.013243
FN1---ITGA5	0.010540
CD14---ITGB1	0.008757
CD44---SPP1	0.007609
CD36---COL1A1	0.007403
FBLN1---ITGB1	0.006297
COL4A1---ITGB1	0.006151
ITGB1---COL4A1	0.004726
ITGB1---COL1A1	0.004674
ITGB1---FBLN1	0.004383
CD36---COL1A2	0.004211
ITGB1---COL3A1	0.004155
CYR61---ITGA5	0.003092
COL4A2---ITGB1	0.002921
ITGA5---CYR61	0.002643
ITGA5---COL1A1	0.002550
ITGB1---COL4A2	0.002397
ITGAV---SPP1	0.002392
ITGB1---COL1A2	0.002325
F13A1---ITGB1	0.002241
RAMP2---ADM	0.002180
ITGB1---COL6A2	0.002082
EGFR---HSP90AA1	0.002063
CD44---FN1	0.001787
COL3A1---ITGB1	0.001776
C5AR1---RPS19	0.001668
PLAUR---FN1	0.001615
IGF2---INSR	0.001545
S1PR1---SPP1	0.001499
COL1A1---ITGB1	0.001474
EGFR---ANXA1	0.001469
ITGB1---ADAM12	0.001427
FN1---PLAUR	0.001299
APLP2---HLA-A	0.001277
ITGB1---CD14	0.001258
CANX---HLA-B	0.001104
HLA-B---CANX	0.001090
COL1A2---ITGB1	0.001026
SPP1---S1PR1	0.001021
INSR---IGF2	0.001015
FN1---SDC2	0.000996
HLA-A---APLP2	0.000950
NRP2---PGF	0.000939
FN1---CD44	0.000938
ANXA1---EGFR	0.000928
NRP1---PGF	0.000892
COL6A2---ITGB1	0.000842
SDC2---FN1	0.000819
COL1A1---ITGA5	0.000804
TYROBP---CD47	0.000783
HSP90AA1---EGFR	0.000747
ITGB1---PLA2G2A	0.000727
APP---CAV1	0.000722
LRP1---TFPI	0.000709
SPP1---ITGA4	0.000707
LAMB2---RPSA	0.000690
TFPI---LRP1	0.000660
PLA2G2A---ITGB1	0.000635
REN---ATP6AP2	0.000629
ITGB5---FN1	0.000623
ADAM12---ITGB1	0.000619
COL1A1---CD36	0.000598
RPS19---C5AR1	0.000574
EGFR---DCN	0.000570
ITGB2---CYR61	0.000567
CD44---VIM	0.000532
LGALS3BP---ITGB1	0.000532
ITGB1---COL6A1	0.000528
VIM---CD44	0.000523
CD47---TYROBP	0.000516
CD44---COL1A1	0.000516
ITGA5---CTGF	0.000508
KDR---PGF	0.000501
FPR1---ANXA1	0.000494
SPP1---ITGA9	0.000489
VLDLR---TFPI	0.000487
COL1A2---CD36	0.000481
CCL3---CCR1	0.000472
LAMA2---RPSA	0.000464
CAV1---APP	0.000437
B2M---ALB	0.000434
LRP1---CALR	0.000400
ENG---TGFB1	0.000388
PGF---NRP2	0.000388
SDC4---ADAM12	0.000388
ITGB1---TGM2	0.000381
TFPI---VLDLR	0.000380
ALB---B2M	0.000378
HMGB1---SDC1	0.000372
ITGB1---LGALS3BP	0.000348
KDR---TIMP3	0.000345
TGFB1---ENG	0.000343
ADM---RAMP2	0.000339
EGFR---EFEMP1	0.000333
ITGA9---SPP1	0.000332
ITGB1---F13A1	0.000329
CCL3---ACKR2	0.000328
ITGAV---FN1	0.000323
HMGB1---THBD	0.000316
IGF2---IGF1R	0.000308
ITGB2---CTGF	0.000304
MDK---SDC4	0.000297
CD74---APP	0.000296
SCARB1---APOE	0.000294
LRP1---SERPINE2	0.000291
RPSA---LAMA2	0.000287
EFEMP1---EGFR	0.000271
CD93---COL1A1	0.000271
RPSA---LAMB2	0.000260
GNAI2---CAV1	0.000259
ITGA5---PLA2G2A	0.000255
PGF---NRP1	0.000246
FN1---ITGAV	0.000237
ITGB1---VCAN	0.000237
COL18A1---ITGB1	0.000234
APOE---LRP1	0.000233
CTGF---ITGA5	0.000229
COL18A1---ITGA5	0.000218
ITGAV---CALR	0.000214
LRP1---APOE	0.000207
IGF2R---IGF2	0.000207
VCAN---ITGB1	0.000204
COL1A1---CD44	0.000204
CD93---COL4A1	0.000192
ITGB1---HSPG2	0.000192
CD44---COL1A2	0.000191
FN1---ITGB5	0.000183
SDC1---HMGB1	0.000181
IGF1R---IGF2	0.000178
CAV1---GNAI2	0.000166
PLAUR---MMP12	0.000163
TGM2---ITGB1	0.000158
DCN---EGFR	0.000147
GSTP1---TRAF2	0.000144
CYR61---ITGB2	0.000144
PLAUR---ITGB1	0.000140
CAV1---HRAS	0.000138
APP---CD74	0.000133
LAMA1---RPSA	0.000133
CALR---ITGAV	0.000132
CD93---COL1A2	0.000132
ITGB8---FN1	0.000130
IL6ST---EBI3	0.000127
FGFR3---HSP90AA1	0.000117
SERPINE2---LRP1	0.000117
IGF2---IGF2R	0.000115
COL1A2---CD44	0.000114
APOE---LDLR	0.000114
AREG---EGFR	0.000111
EBI3---IL6ST	0.000106
MET---DCN	0.000102
LDLR---APOE	0.000099
CD93---COL4A2	0.000096
APP---GPC1	0.000096
THBD---HMGB1	0.000096
PLA2G2A---ITGA5	0.000095
PGF---KDR	0.000093
LRP1---CTGF	0.000086
PLTP---ABCA1	0.000085
ADAM12---SDC4	0.000084
EGFR---TGFB1	0.000084
ITGB5---CYR61	0.000083
VLDLR---APOE	0.000082
CCR1---CCL3	0.000082
DYSF---ANXA1	0.000081
TRAF2---GSTP1	0.000080
ITGA1---COL3A1	0.000080
CCL4---CCR1	0.000078
ITGA1---COL1A1	0.000076
SDC2---MMP2	0.000074
COL6A1---ITGB1	0.000071
HRAS---CAV1	0.000070
APOE---VLDLR	0.000069
DDR1---COL1A1	0.000068
LRP1---PSAP	0.000066
SDC4---MDK	0.000064
SDC4---TGM2	0.000063
IGF2---IDE	0.000063
PSAP---LRP1	0.000062
COL3A1---DDR1	0.000061
TIMP2---ITGB1	0.000061
APOE---SCARB1	0.000060
FN1---NT5E	0.000060
COL1A1---ITGA1	0.000058
CYR61---ITGAV	0.000057
PRLR---CSH1	0.000057
ANXA1---DYSF	0.000056
IDE---IGF2	0.000055
EGFR---VCAN	0.000054
RPSA---PRND	0.000054
CD81---GPC3	0.000053
CALR---LRP1	0.000052
HSP90AA1---FGFR3	0.000051
MDK---SDC1	0.000051
ACKR2---CCL4	0.000051
COL3A1---ITGA1	0.000051
ITGA1---COL6A2	0.000051
GRN---TNFRSF1A	0.000050
CCL4---ACKR2	0.000049
TGM2---SDC4	0.000049
ERBB2---HLA-A	0.000049
ITGA3---FN1	0.000047
CCR1---CCL4	0.000047
KISS1---KISS1R	0.000047
ITGAV---CYR61	0.000046
JAM2---ITGB1	0.000041
ADAM15---ITGB1	0.000041
ITGA4---SPP1	0.000041
RPSA---LAMA1	0.000040
ITGB1---PLAUR	0.000039
FN1---ITGB8	0.000039
FN1---ITGB6	0.000039
CALCRL---ADM	0.000038
SDC1---MDK	0.000038
SELP---CD24	0.000036
ITGA9---FN1	0.000036
DLK1---NOTCH2	0.000035
CD44---VCAN	0.000034
IL1RAP---IL1RN	0.000034
COL6A3---ITGB1	0.000034
FN1---ITGA11	0.000033
ANXA1---FPR1	0.000032
ABCA1---PLTP	0.000031
DDR1---COL3A1	0.000031
IL1R1---IL1RN	0.000030
PTN---PTPRS	0.000028
PIGF---FLT1	0.000027
LRP5---APOE	0.000027
APP---NCSTN	0.000027
ACKR2---CCL3	0.000026
ITGB6---FN1	0.000025
COL1A1---DDR1	0.000024
COL18A1---GPC1	0.000024
MMP2---SDC2	0.000024
ITGA1---COL1A2	0.000024
LRPAP1---LRP2	0.000023
CD99---PILRA	0.000023
ITGB1---FBN1	0.000023
BCAM---LAMA5	0.000022
DCN---MET	0.000022
ANXA1---FPR3	0.000022
ITGB1---TIMP2	0.000022
PTMA---VIPR1	0.000021
PTN---SDC1	0.000020
ITGA2---FN1	0.000020
ARF1---INSR	0.000020
CD93---C1QA	0.000019
MDK---LRP1	0.000019
DLK1---NOTCH3	0.000019
IL1RN---IL1RAP	0.000019
HLA-E---KLRC1	0.000019
COL3A1---DDR2	0.000018
ITGAV---MMP2	0.000018
EGFR---GNAI2	0.000018
INHBA---BAMBI	0.000018
CYR61---ITGB5	0.000018
TGFB1---SDC2	0.000018
VEGFB---FLT1	0.000018
LRP5---DKK1	0.000018
HLA-A---ERBB2	0.000018
IL1RN---IL1R1	0.000018
ACKR2---CCL3L3	0.000017
CCL2---CCR1	0.000017
AREG---ERBB3	0.000017
TGFBR3---INHA	0.000017
ST14---SPINT1	0.000016
CTGF---ITGB2	0.000016
FN1---TNFRSF11B	0.000016
APOE---LRP5	0.000016
GPC3---CD81	0.000016
NT5E---FN1	0.000016
RSPO3---SDC4	0.000015
S100A9---TLR4	0.000015
VCAN---CD44	0.000014
SCARF1---CALR	0.000014
KLRC1---HLA-G	0.000014
ADAM9---ITGB1	0.000014
ITGA5---FBN1	0.000014
LAMA5---BCAM	0.000014
ACVR2A---INHA	0.000013
C3---ITGB2	0.000013
MDK---SDC3	0.000012
CD44---MMP9	0.000012
ITGA2---COL1A1	0.000012
VTN---PLAUR	0.000012
HLA-C---KIR2DL1	0.000012
SELP---VCAN	0.000012
CCL2---ACKR2	0.000012
COL9A3---ITGB1	0.000012
FN1---ITGA4	0.000011
FN1---ITGA9	0.000011
NCSTN---APP	0.000011
TSPAN1---MDK	0.000011
BAMBI---INHBA	0.000011
MMP12---PLAUR	0.000011
ITGB1---VTN	0.000011
ITGAV---TGFB1	0.000011
SELE---CD44	0.000011
CCR1---CCL3L3	0.000011
VTN---ITGB1	0.000011
ITGA1---COL4A1	0.000010
SELP---SERPING1	0.000010
COL1A2---ITGA1	0.000010
ITGA1---COL6A1	0.000010
SERPINE1---LRP2	0.000010
HGF---SDC1	0.000010
ADAM15---ITGA5	0.000010
CD36---THBS1	0.000009
APOE---SORL1	0.000009
COL4A1---CD93	0.000009
DLK1---NOTCH4	0.000009
CXCL2---DPP4	0.000009
COL4A2---CD93	0.000009
C1QA---CD93	0.000009
ICAM2---ITGB2	0.000009
ITGB1---ADAM9	0.000009
FN1---ITGA3	0.000009
LRP2---LRPAP1	0.000009
RTN4R---RTN4	0.000009
ITGA5---COL18A1	0.000009
PTPRF---CDH1	0.000008
COL4A1---ITGAV	0.000008
TNFRSF1A---GRN	0.000008
LRP6---DKK1	0.000008
FPR1---SAA1	0.000008
LRP1---SERPING1	0.000008
BMP7---ENG	0.000008
VEGFA---FLT1	0.000008
ITGA2---COL3A1	0.000007
LRP1---THBS1	0.000007
ITGB1---THBS1	0.000007
NTF4---NGFRAP1	0.000007
ITGB4---IGF1	0.000007
ITGA2B---FN1	0.000007
APOE---LRP8	0.000007
FPR3---ANXA1	0.000007
C1QB---LRP1	0.000007
TGFB1---ACVRL1	0.000007
SERPING1---LRP1	0.000007
FLT1---PIGF	0.000006
PLAUR---ITGAV	0.000006
ITGAM---CYR61	0.000006
ITGAM---CTGF	0.000006
ITGA5---ADAM15	0.000006
CAV1---PTGS2	0.000006
EGFR---CDH1	0.000005
F11R---ITGB2	0.000005
TYROBP---SEMA6D	0.000005
LRP1---C1QB	0.000005
MIF---TNFRSF14	0.000004
GNAI2---EGFR	0.000004
TGFB1---EGFR	0.000004
TLR4---S100A9	0.000003
LILRB2---HLA-G	0.000003
THY1---ITGB2	0.000003
CCL3---IDE	0.000003
CCR1---CCL2	0.000002
C1QA---CSPG4	0.000002
PLAUR---PLAU	0.000002
ANXA1---FPR2	0.000002
PILRA---CD99	0.000001
FPR2---ANXA1	0.000001
LRP1---SERPINE1	0.000001
OSM---IL6ST	0.000001
CCL13---ACKR2	0.000001
CCL13---CCR1	0.000000

VCT_p---F1	q-value: 0

Ligand---Receptor	contribution
SPP1---ITGB1	0.187613
SPP1---ITGA5	0.122047
ITGB1---SPP1	0.074624
SPP1---CD44	0.055713
CD63---TIMP1	0.029094
ITGA5---SPP1	0.028032
ITGB1---FN1	0.026354
PGF---FLT1	0.019434
TIMP1---CD63	0.016957
FLT1---PGF	0.015480
ITGA5---FN1	0.015101
CD44---SPP1	0.013602
FN1---ITGB1	0.013302
SPP1---ITGAV	0.009844
FN1---ITGA5	0.008509
CD14---ITGB1	0.008259
COL4A1---ITGB1	0.005228
FBLN1---ITGB1	0.005140
FN1---PLAUR	0.004918
ITGAV---SPP1	0.004652
APLP2---HLA-A	0.003763
ITGB1---FBLN1	0.003752
PLAUR---FN1	0.003175
S1PR1---SPP1	0.002830
RPS19---C5AR1	0.002778
CD44---FN1	0.002734
APP---CD74	0.002642
ITGB1---COL4A1	0.002577
COL4A2---ITGB1	0.002434
F13A1---ITGB1	0.002080
CYR61---ITGA5	0.002052
EGFR---ANXA1	0.001975
COL3A1---ITGB1	0.001948
CANX---HLA-B	0.001892
EGFR---HSP90AA1	0.001819
ITGA5---CYR61	0.001805
COL1A1---ITGB1	0.001780
FN1---CD44	0.001771
C5AR1---RPS19	0.001665
CD36---COL1A1	0.001663
ITGB1---COL3A1	0.001649
ITGB1---COL4A2	0.001546
LRP1---APOE	0.001527
TYROBP---CD47	0.001479
ITGB5---FN1	0.001451
CD36---COL1A2	0.001435
RAMP2---ADM	0.001401
IGF2---INSR	0.001394
CD47---TYROBP	0.001392
ITGB1---CD14	0.001372
SCARB1---APOE	0.001321
SPP1---ITGA4	0.001296
FN1---SDC2	0.001262
COL1A2---ITGB1	0.001219
HLA-B---CANX	0.001147
HLA-A---APLP2	0.001107
SDC2---FN1	0.001062
PLAUR---MMP12	0.001031
SPP1---S1PR1	0.001019
COL1A1---CD36	0.001014
ITGB1---COL1A1	0.001004
ITGB1---LGALS3BP	0.000999
VIM---CD44	0.000949
ANXA1---EGFR	0.000947
EGFR---EFEMP1	0.000882
LRP1---TFPI	0.000866
HSP90AA1---EGFR	0.000855
CD44---VIM	0.000818
INSR---IGF2	0.000817
LDLR---APOE	0.000787
COL6A2---ITGB1	0.000757
ITGB1---ADAM12	0.000730
ITGAV---FN1	0.000693
NRP2---PGF	0.000691
ITGB1---COL1A2	0.000691
COL1A2---CD36	0.000684
EFEMP1---EGFR	0.000668
NRP1---PGF	0.000645
CYR61---ITGB2	0.000622
EGFR---DCN	0.000621
VLDLR---TFPI	0.000589
ALB---B2M	0.000579
REN---ATP6AP2	0.000575
ITGA9---SPP1	0.000556
ITGB1---PLAUR	0.000517
TGFB1---ENG	0.000516
ADAM12---ITGB1	0.000506
VLDLR---APOE	0.000493
LAMB2---RPSA	0.000484
FPR1---ANXA1	0.000476
TFPI---LRP1	0.000475
COL1A1---ITGA5	0.000474
CCL3---ACKR2	0.000468
DCN---EGFR	0.000463
LGALS3BP---ITGB1	0.000461
COL1A1---CD44	0.000427
PLA2G2A---ITGB1	0.000421
LRP1---PSAP	0.000417
ITGB1---COL6A2	0.000404
APP---CAV1	0.000401
KDR---PGF	0.000400
CCR1---CCL3	0.000384
CD74---APP	0.000373
RPSA---LAMA2	0.000364
ITGB2---CYR61	0.000362
CCL3---CCR1	0.000359
RPSA---LAMB2	0.000356
HMGB1---SDC1	0.000332
LAMA2---RPSA	0.000321
IGF2---IGF1R	0.000298
CAV1---APP	0.000290
ITGA5---COL1A1	0.000287
IGF1R---IGF2	0.000280
ANXA1---FPR1	0.000274
FN1---ITGAV	0.000269
ITGB1---F13A1	0.000262
COL18A1---ITGB1	0.000258
FN1---ITGB5	0.000250
PLTP---ABCA1	0.000244
FN1---ITGB7	0.000240
IGF2---IGF2R	0.000239
ITGB8---FN1	0.000234
TFPI---VLDLR	0.000232
LRP1---CALR	0.000224
ITGB1---TGM2	0.000223
KDR---TIMP3	0.000219
APOE---LRP1	0.000217
APOE---LDLR	0.000214
ENG---TGFB1	0.000212
LRP5---APOE	0.000209
LRP2---APOE	0.000202
PGF---NRP1	0.000196
HMGB1---THBD	0.000194
ITGB1---COL6A1	0.000189
B2M---ALB	0.000184
PGF---NRP2	0.000181
LRP1---SERPINE2	0.000180
COL1A2---CD44	0.000180
CTGF---ITGA5	0.000179
DLK1---NOTCH2	0.000177
GNAI2---CAV1	0.000177
IL6ST---EBI3	0.000166
SDC4---ADAM12	0.000159
MDK---SDC4	0.000158
TNFRSF1A---GRN	0.000155
CD93---COL1A1	0.000148
ITGB1---PLA2G2A	0.000147
TGM2---ITGB1	0.000143
CCR1---CCL4	0.000143
PSAP---LRP1	0.000141
GSTP1---TRAF2	0.000140
ITGAV---CALR	0.000137
NT5E---FN1	0.000130
CD93---COL4A1	0.000128
COL3A1---DDR1	0.000127
VCAN---ITGB1	0.000126
COL18A1---ITGA5	0.000124
CD93---COL1A2	0.000121
CAV1---GNAI2	0.000118
PLA2G2A---ITGA5	0.000118
CD44---MMP9	0.000117
ITGA1---COL3A1	0.000110
SDC1---HMGB1	0.000110
LAMA5---BCAM	0.000109
ITGB6---FN1	0.000105
CTGF---ITGB2	0.000104
THBD---HMGB1	0.000100
ITGA2---FN1	0.000099
SPINT1---ST14	0.000095
PLAUR---ITGB1	0.000095
MET---DCN	0.000093
EGFR---VCAN	0.000093
SERPINE2---LRP1	0.000092
MMP12---PLAUR	0.000091
CD44---COL1A1	0.000091
SORL1---APOE	0.000091
CD93---COL4A2	0.000090
LRP1---MMP9	0.000089
TRAF2---GSTP1	0.000088
FN1---ITGA4	0.000088
HSP90AA1---FGFR3	0.000087
ITGB2---CTGF	0.000087
COL1A1---DDR1	0.000082
FN1---MAG	0.000081
CCL4---ACKR2	0.000081
COL1A1---CD93	0.000079
ITGA9---FN1	0.000077
FN1---NT5E	0.000076
IGF2R---IGF2	0.000076
EGFR---AREG	0.000075
CD44---COL1A2	0.000074
ITGA1---COL1A1	0.000074
CD151---MMP7	0.000073
CD93---C1QA	0.000073
ANXA1---DYSF	0.000072
IDE---IGF2	0.000070
GPR37---PSAP	0.000070
DYSF---ANXA1	0.000070
ACKR2---CCL3	0.000070
LAMA1---RPSA	0.000069
TIMP2---ITGB1	0.000069
NOTCH2---DLK1	0.000069
COL3A1---ITGA1	0.000068
COL3A1---DDR2	0.000067
COL6A1---ITGB1	0.000067
CCR1---CCL2	0.000065
ITGA5---CTGF	0.000064
DDR1---COL3A1	0.000063
APOE---SCARB1	0.000063
MAG---FN1	0.000062
ITGA3---FN1	0.000062
GPC3---CD81	0.000062
ICAM2---ITGB2	0.000059
LRPAP1---LRP2	0.000059
ITGB5---CYR61	0.000058
APP---GPC1	0.000058
CALR---LRP1	0.000057
JAM2---ITGB1	0.000056
EGFR---TGFB1	0.000055
C14orf1---CCL18	0.000055
APOE---VLDLR	0.000054
TGFBR3---INHA	0.000053
DLK1---NOTCH3	0.000051
ITGA4---SPP1	0.000051
NOTCH4---DLK1	0.000050
SDC2---MMP2	0.000050
COL1A2---CD93	0.000050
NCSTN---APP	0.000049
PRLR---CSH1	0.000048
PIGF---FLT1	0.000047
FN1---ITGA10	0.000047
ITGB3---SPP1	0.000045
ADAM12---SDC4	0.000044
APOE---SORL1	0.000044
GPC3---IGF1R	0.000044
ITGAV---CYR61	0.000043
C3---ITGB2	0.000042
SELP---CD24	0.000041
APOE---LRP2	0.000041
SDC4---TGM2	0.000040
APP---NCSTN	0.000040
HBEGF---CD9	0.000039
FGFR3---HSP90AA1	0.000039
HLA-A---ERBB2	0.000036
ITGB1---TIMP2	0.000036
DCN---MET	0.000036
COL18A1---GPC1	0.000035
LRP8---APOE	0.000034
FN1---ITGB6	0.000034
DDR1---COL1A1	0.000034
VEGFB---FLT1	0.000033
ACKR2---CCL4	0.000033
CCL4---CCR1	0.000033
ABCA1---PLTP	0.000032
FN1---ITGA3	0.000032
CD81---GPC3	0.000032
ITGA2B---FN1	0.000032
NOTCH3---DLK1	0.000032
LRP1---C1QB	0.000032
IGF2---IDE	0.000031
ITGB1---FBN1	0.000031
C1QB---LRP1	0.000031
CYR61---ITGAV	0.000031
ITGA1---COL6A2	0.000030
LRP2---SERPINE1	0.000030
COL1A1---DDR2	0.000030
SDC1---MDK	0.000030
COL1A1---ITGA1	0.000029
ITGB1---COL6A3	0.000028
MDK---LRP2	0.000027
FN1---ITGB8	0.000027
TGFB1---SDC2	0.000027
NGFRAP1---NTF4	0.000026
IL1RN---IL1RAP	0.000025
ANXA1---FPR3	0.000024
TLR4---S100A9	0.000024
PLAUR---VTN	0.000024
SDC4---MDK	0.000024
F11R---ITGB2	0.000023
BCAM---LAMA5	0.000022
IL1RN---IL1R2	0.000022
APP---LRP1	0.000021
MMP2---SDC2	0.000020
CALR---ITGAV	0.000020
LRPAP1---LRP1	0.000019
ITGA1---COL1A2	0.000019
ITGA5---PLA2G2A	0.000019
THY1---ITGB2	0.000017
HLA-G---LILRB2	0.000017
LRP1---APP	0.000017
COL1A1---ITGA2	0.000016
NTF4---NGFRAP1	0.000016
IGF1R---GPC3	0.000016
KLRC1---HLA-G	0.000016
COL9A3---ITGB1	0.000016
CD44---HGF	0.000015
ACKR2---CCL2	0.000015
FN1---ITGA11	0.000015
PTPRS---PTN	0.000015
LRPAP1---VLDLR	0.000015
COL6A3---ITGB1	0.000015
CDH1---EGFR	0.000015
ERBB2---HLA-A	0.000014
ADAM9---ITGB1	0.000014
GRN---TNFRSF1A	0.000014
ITGB1---LAMC1	0.000014
LRP2---LRPAP1	0.000014
ERBB3---AREG	0.000014
CCL2---ACKR2	0.000014
GPC1---APP	0.000014
ITGB1---CDH1	0.000013
CALCRL---ADM	0.000013
TGFB1---EGFR	0.000013
VCAN---EGFR	0.000013
CD24---SELP	0.000013
NRP2---SEMA3B	0.000013
TYROBP---SEMA6D	0.000013
IL1RN---IL1R1	0.000013
VTN---ITGB1	0.000012
ITGA10---FN1	0.000012
APP---TNFRSF21	0.000012
COL3A1---ITGA2	0.000012
CAV1---HRAS	0.000012
GRN---TNFRSF1B	0.000012
NOTCH1---DLK1	0.000012
INHBA---ENG	0.000012
VCAN---CD44	0.000012
LRP1---LRPAP1	0.000011
EGFR---CDH1	0.000011
COL1A2---ITGA1	0.000011
LRP1---MDK	0.000011
COL1A2---ITGA2	0.000010
PDAP1---PDGFRB	0.000010
ITGAM---CYR61	0.000010
ARF1---INSR	0.000010
CD44---MMP7	0.000010
C1QA---CD93	0.000010
ITGB1---SEMA7A	0.000010
CCL3---CCR5	0.000010
LRP1---A2M	0.000009
SCARF1---CALR	0.000009
EBI3---IL6ST	0.000009
MDK---LRP1	0.000009
AREG---ERBB3	0.000008
ITGB1---COL5A2	0.000008
CCL3L3---ACKR2	0.000007
TGM2---SDC4	0.000007
IL6ST---OSM	0.000007
SEMA7A---ITGB1	0.000007
COL5A1---ITGB1	0.000007
LILRB2---HLA-G	0.000006
TLR4---S100A8	0.000006
PILRA---CD99	0.000006
IDE---CCL3	0.000005
CCL2---CCR1	0.000005
EPHB2---MMP9	0.000005
PSAP---GPR37	0.000004
CD36---THBS1	0.000004
SERPING1---LRP1	0.000004
CCR1---CCL18	0.000003
LRP1---CTGF	0.000003
CYR61---ITGB5	0.000003
EGFR---GNAI2	0.000002
PTN---SDC3	0.000002
LGALS9---CD44	0.000002
FLT1---PIGF	0.000002
CCL13---CCR1	0.000002
APOE---LRP5	0.000001
IL1RAP---IL1RN	0.000001
LAMC1---ITGB1	0.000001

VCT_p---F2	q-value: 0.13196

Ligand---Receptor	contribution
ITGB1---SPP1	0.050983
SPP1---ITGB1	0.050768
TIMP1---CD63	0.050535
SPP1---ITGA5	0.042236
CD63---TIMP1	0.038949
FLT1---PGF	0.029750
COL1A1---CD36	0.022951
FN1---ITGB1	0.020224
CD44---SPP1	0.018075
COL1A2---CD36	0.013859
ITGA5---SPP1	0.012912
EGFR---DCN	0.011853
C5AR1---RPS19	0.011007
COL3A1---ITGB1	0.010850
